Majority protein IDs	Gene names	Q-value	Score	Ratio H/L AP4B1KO_02_03K	Ratio H/L AP4B1KO_02_06K	Ratio H/L AP4B1KO_02_12K	Ratio H/L AP4B1KO_02_24K	Ratio H/L AP4B1KO_02_80K	Ratio H/L AP4B1KO_03_03K	Ratio H/L AP4B1KO_03_06K	Ratio H/L AP4B1KO_03_12K	Ratio H/L AP4B1KO_03_24K	Ratio H/L AP4B1KO_03_80K	Ratio H/L AP4E1KO_02_03K	Ratio H/L AP4E1KO_02_06K	Ratio H/L AP4E1KO_02_12K	Ratio H/L AP4E1KO_02_24K	Ratio H/L AP4E1KO_02_80K	Ratio H/L AP4E1KO_03_03K	Ratio H/L AP4E1KO_03_06K	Ratio H/L AP4E1KO_03_12K	Ratio H/L AP4E1KO_03_24K	Ratio H/L AP4E1KO_03_80K	Ratio H/L WtHeLa_02_03K	Ratio H/L WtHeLa_02_06K	Ratio H/L WtHeLa_02_12K	Ratio H/L WtHeLa_02_24K	Ratio H/L WtHeLa_02_80K	Ratio H/L WtHeLa_03_03K	Ratio H/L WtHeLa_03_06K	Ratio H/L WtHeLa_03_12K	Ratio H/L WtHeLa_03_24K	Ratio H/L WtHeLa_03_80K	Reverse	Potential contaminant
B7ZAQ6;B7ZAQ6-2;B7ZAQ6-3;P0CG08	GPR89A;GPR89B	0.0	31.099	1.1854	0.5542100000000001	0.6471100000000001	1.2336	1.8235	1.1469	0.68577	0.6570199999999999	1.1148	1.7622	0.8199799999999999	0.5474	0.8210200000000001	1.2649	1.8211	0.98851	0.5796600000000001	0.68516	1.2059	1.733	1.0138	0.6069100000000001	0.67861	1.0662	1.8974	0.8543799999999999	0.49845	0.88561	1.3035	1.5761		
C4AMC7;Q6VEQ5;A8K0Z3	WASH3P;WASH2P;WASH1	0.0	60.643	2.3516	0.63377	0.32404	0.49458	1.6094	1.7034	0.53184	0.35956	0.87476	2.2211	0.97985	0.57903	0.25117	0.7783899999999999	1.9408	1.4192	0.49918999999999997	0.33103	0.92776	2.4453	2.3966	0.54965	0.28706	0.79138	1.8725	1.8186	0.5330199999999999	0.38449	0.99006	1.8726		
C9J7I0	UMAD1	0.0	14.975999999999999		0.81343						0.7908				0.5161899999999999	0.48141000000000006										0.29815									
C9JI98	TMEM238	0.0	21.506999999999998	1.0576		0.73277	3.8552	7.9457	1.0590000000000002	0.54018	0.6604399999999999	1.4817	4.2696	0.82119	0.44083	0.68257				0.39749				0.8391799999999999	0.4255	0.6609999999999999		5.6568	1.2554						
C9JLW8	FAM195B	0.0	63.016000000000005	4.8889	2.2889	0.6655399999999999	0.5421	0.45456	3.9065	1.9524	0.90336	0.39239	0.4316	3.0376	1.6674	0.76326	0.39295	0.50227	3.1524	2.4177	0.79314	0.46718000000000004	0.3391	2.4459	1.7718	0.60746	0.37191	0.39704	2.8046	2.3899	0.76184	0.47334	0.3913		
CON__A2A5Y0		0.0	6.9974															0.014016999999999998														0.28761			+
CON__A2I7N3		0.0	7.4129		0.15538	0.0073836	0.27521999999999996				0.014965000000000001				0.60245	0.24100000000000002	0.53814														0.16806				+
CON__ENSEMBL:ENSBTAP00000007350		0.0	323.31	0.52962	0.06500299999999999	0.7359100000000001	1.3536	1.0346	0.20217000000000002	0.15170999999999998	0.076168	0.16458	0.36583000000000004	0.42126	0.7038	0.15136	1.5716	0.1881	0.28271	0.080903	0.08666599999999999	0.25549	0.23451	0.36865	0.17640999999999998	0.7238100000000001	0.19127	0.14157	0.11037999999999999	0.59039	0.13210999999999998	0.14435	0.086822		+
CON__ENSEMBL:ENSBTAP00000014147		0.0	10.392000000000001											0.01204											0.18122										+
CON__ENSEMBL:ENSBTAP00000016046		0.0	16.688	0.5471	0.038814999999999995											0.8055100000000001									0.03248	0.72296									+
CON__ENSEMBL:ENSBTAP00000018574		0.0	41.746		0.038883	0.030008	0.10097			0.058415999999999996	0.052860000000000004		0.26628	0.038883999999999995		0.071226		0.14606				0.47065		0.090304				0.34053	0.35141999999999995	0.05665	0.050873	0.21394000000000002	0.11262		+
Q04756;CON__ENSEMBL:ENSBTAP00000023055	HGFAC	0.0	43.44			0.025159																													+
CON__ENSEMBL:ENSBTAP00000024146		0.0	323.31	0.072308	0.14955	0.065368	0.075018	0.11010999999999999	0.19155	0.083143	0.07439	0.050669	0.038783	0.10073	0.08397400000000001	0.088732	0.23455	0.086548	0.47523000000000004	0.2838	0.11664000000000001	0.08319299999999999	0.40624	0.10274000000000001	0.06829500000000001	0.10884	0.059251	0.08468099999999999	0.27683	0.088162	0.054409000000000006	0.10543	0.044237		+
CON__ENSEMBL:ENSBTAP00000024466		0.0	86.006	0.35211	0.56665	0.23725	0.26272	0.18485	0.13856	0.30801999999999996	4.1195	0.051095	0.32075	0.61795	0.52491	0.9628700000000001	0.35986999999999997	0.43746	0.2592	0.28586999999999996	0.22876999999999997	0.052114999999999995	0.8022100000000001	0.15888	0.14021	0.10181	0.065028	0.26206999999999997	0.18805999999999998	0.22382	0.22346999999999997	0.4766	0.31045		+
CON__ENSEMBL:ENSBTAP00000032840		0.0	323.31	0.023847	0.045472000000000005	0.042184	0.068141	0.039015	0.03717	0.040102	0.038143	0.041162	0.022723	0.14273	0.048438999999999996	0.036372	0.038883	0.1016	0.057852	0.032949	0.030147000000000004	0.074522	0.10843	0.062807	0.040307	0.029862	0.10812000000000001	0.06355	0.039437	0.025806	0.048386	0.066662	0.047652999999999994		+
CON__ENSEMBL:ENSBTAP00000033053		0.00014017	4.7193																																+
CON__ENSEMBL:ENSBTAP00000034412		0.0	24.366		0.07169600000000001		0.22018000000000001	0.15534			0.041953		2.7968	0.033789	0.049248	0.0079939	0.11195	0.010431999999999999	0.24305	0.34905	0.59728		0.70344	0.018099	0.0052163	0.014363999999999998		0.46656000000000003	0.39371999999999996	0.25187	0.23267	0.37664000000000003	0.66886		+
CON__ENSEMBL:ENSBTAP00000037665		0.0	307.64	0.79409	0.085745	0.05669299999999999	0.049547	0.11105	0.032756	0.018133	0.023865	0.059916	0.08580399999999999	0.06329299999999999	0.033139	0.11093	0.061875	0.038729	0.046743	0.033657	0.024265000000000002	0.021735	0.047491000000000005	0.20189000000000001	0.071358	0.036528	0.054186	0.033319999999999995	0.034152999999999996	0.024454	0.034929	0.040476	0.08154		+
CON__ENSEMBL:ENSBTAP00000038253		1.0	-2.0	0.50451	2.8532	5.5831	0.47334				1.4065	0.59103		0.46535		0.8575			0.83696	2.4385	0.8706	0.54268	0.39873000000000003	1.2612						3.0252	1.2665	0.67376			+
CON__ENSEMBL:ENSBTAP00000038329		0.0	6.7843																																+
O43790;CON__O43790;CON__Q14533;Q14533	KRT86;KRT81	0.0	39.034						0.9496399999999999			1.3765						0.045305				0.40296		0.97246	0.075464		0.8651200000000001					0.024144	0.54871		+
O76009;CON__O76009;CON__Q6NTB9	KRT33A	0.0	15.493					0.25693						0.60405				0.0087466				0.091557		0.6170399999999999	0.14801			0.3364					0.46173000000000003		+
O76013;CON__O76013;O76013-2	KRT36	0.0	171.06															0.1486							5.0526							0.07158400000000001			+
O76014;CON__O76014	KRT37	0.0010585	2.5538	2.9041		3.1658	0.81106	0.73542	0.75273	1.0923	0.7549899999999999	1.6655	0.66469	1.0606	1.1711	1.173	0.74144	0.62361	0.92596	0.9648200000000001	0.83735	0.69095	0.6105	1.0647	1.1821	0.86159	1.1046	1.8585	0.8623	0.59747	0.66695	0.56635	0.48736		+
O95678;CON__O95678	KRT75	0.00014098	5.0026		3.4615				0.62871		0.70954		0.5081899999999999			0.54624		0.023027000000000002	0.6358600000000001						0.76603				0.60129		0.60125	0.53342	0.6852600000000001		+
CON__P00735		0.0	113.48	0.1965	0.16518	0.31062	0.33025	0.43596999999999997	0.044058	0.11335	0.027085	0.07524700000000001	0.17015999999999998	0.16054000000000002	0.17817	0.20920999999999998	1.7745	5.7558	0.092988	0.048775	0.016252000000000003	0.050548	0.1374	0.29839	0.091211	0.59839	0.16727999999999998	0.065386	0.033504	0.095193	1.3203	0.047685000000000005	0.19733		+
CON__P00761		0.0	323.31	0.02033	0.034121	0.013209	0.025234	0.010839	0.02963	0.019674	0.059973	0.020385	0.014196	0.017743000000000002	0.036607	0.034086	0.015412	0.020063	0.028255000000000002	0.012709	0.012243	0.01592	0.021629	0.016517	0.031356	0.011111	0.017782	0.008789700000000001	0.021811	0.012456	0.025702999999999997	0.011859	0.023506		+
CON__P00978		0.0	18.96		0.22199000000000002	0.1256				0.27597			0.018206		1.6471	0.45856			1.3481		0.12989	0.090588			0.06904	0.058921		0.012752	0.17945						+
CON__P01030		0.00067222	3.0712		2.1898	0.73211	0.67067	1.4204						3.2193	1.9362		0.48881							3.7762			0.44895	0.53508							+
CON__P01044-1		0.0	232.63	0.06284400000000001	0.059635	0.034484	0.05401	0.043584	0.020287	0.080411	0.019697	0.046426999999999996	0.080778	0.074689	0.02648	0.041898000000000005	0.052440999999999995	0.087742	0.24600000000000002	0.14695999999999998	0.087216	0.091055	0.069904	0.031777	0.08383600000000001	0.027377999999999996	0.053701	0.041045	0.066083	0.069026	0.07081799999999999	0.040148	0.11869		+
CON__P01045-1		0.0	29.976999999999997	0.32361999999999996	0.10135	0.15114	0.16032000000000002	0.17665999999999998		2.6459			0.79787	0.61466	0.33919	0.19819	0.64084	0.28694000000000003	0.72528	1.2928	0.72114		0.59242	0.40629	0.091583	0.10139	0.5826	0.28600000000000003	6.1293	4.1538	1.0711				+
CON__P01966		0.0	230.03	0.008159	0.030679	0.08089400000000001	0.021523	0.031454	0.013706999999999999	0.010315000000000001	0.016023	0.011464	0.020288	0.032244999999999996	0.014799000000000001	0.052014	0.07532799999999999	0.09615	0.035767	0.026182	0.044544	0.015171	0.040699	0.047777999999999994	0.027602999999999996	0.14307999999999998	0.087214	0.11585	0.022788	0.014899	0.029264	0.027286	0.072255		+
P02533;CON__P02533	KRT14	0.0	127.84	0.38144	0.21665	0.08065800000000001	0.07569	0.034418000000000004	0.024916	0.26366999999999996	0.1799	0.072295	0.13192	0.4393	0.092645	0.33415	0.1142	0.11313	0.48913999999999996	0.37431	0.019927	0.05545599999999999	0.040318	0.05063	0.15448	0.050429	0.06823	0.12629	0.74869	0.091291	0.046044999999999996	0.14818	0.052172		+
CON__P02535-1		1.0	-2.0																									0.39043							+
P02538;CON__P02538	KRT6A	0.0	14.165								0.27011													0.22263000000000002	0.092543		0.056023			0.13794					+
CON__P02668		0.00053858	3.1197																																+
CON__P02672		0.003739	1.7974		0.85372		1.4559	1.9187	0.72906	0.72031	0.82936							1.4313	0.9254100000000001	0.75651						0.52762	1.0515					1.453	1.9599		+
CON__P02676		0.00093036	2.6414					0.31262																											+
CON__P02769		0.0	323.31	0.034482	0.023063999999999998	0.021155	0.048465	0.040086000000000004	0.025208	0.02767	0.014513999999999999	0.02284	0.033147	0.023606	0.045686000000000004	0.030909	0.06729600000000001	0.025997000000000003	0.027219999999999998	0.036822	0.035035000000000004	0.023429	0.027798000000000003	0.036835	0.029175	0.032715	0.034636	0.034095	0.019377000000000002	0.020615	0.035399	0.064818	0.072371		+
CON__P02777		0.0	278.52	0.006633	0.015181	0.018437000000000002	0.018307	0.022658	0.013999000000000001	0.015281999999999999	0.009365799999999999	0.019565	0.0027765	0.011356999999999999	0.0087943	0.0068593000000000005	0.016663999999999998	0.01957	0.026383999999999998	0.0029167	0.0033803000000000006	0.010986	0.0041825000000000005	0.019864	0.0080956	0.0071464	0.0069705	0.013609999999999999	0.0053832	0.0071381	0.0095138	0.006704899999999999	0.0094115		+
CON__P04259		0.0	59.754			0.37987		0.077753	0.065213				0.75352				2.5966	0.076411		0.12127					0.05562	0.065612	0.13887	0.7003		0.028048000000000003	0.40121	0.28091			+
CON__P05784		1.0	-2.0																					0.12834					0.07763300000000001						+
P05787;CON__P05787;P05787-2	KRT8	0.0	323.31	0.91959	0.8048	0.44371000000000005	0.39541	0.29329	0.7451399999999999	0.8459200000000001	0.47818999999999995	0.30905	0.34336	1.0157	0.90489	0.49551000000000006	0.39662	0.27744	0.7669100000000001	0.72877	0.42358999999999997	0.3023	0.28719	0.7852899999999999	0.71139	0.38949	0.30294	0.2648	0.71585	0.68671	0.51555	0.38135	0.34299		+
CON__P06868		0.0	179.54	0.11492000000000001	0.26861999999999997	0.097469	0.13485999999999998	0.18114	0.15984	0.1608	0.6967800000000001	0.12904000000000002	0.23364000000000001	0.090514			0.11899000000000001	0.12326	0.17683	0.1601	0.035345999999999995	0.13525	0.075584	0.16734000000000002	0.12558	0.16815	0.153	0.26653000000000004	0.16796	0.07532	0.030824	0.11728	0.12265999999999999		+
CON__P07224		0.00053967	3.2025		2.526																1.0531					0.30019									+
P07477;P07478;Q8NHM4;CON__P07477	PRSS1;PRSS2;PRSS3P2	0.007357600000000001	1.4185			0.055751999999999996	0.043822	0.065749	0.038299	0.032705		0.054598	0.0285	0.065728				0.067844	0.031317000000000005	0.005442100000000001	0.056024000000000004	0.029368000000000002	0.038285	0.061739999999999996	0.050506	0.060298000000000004	0.074927	0.08136499999999999		0.049498	0.05153200000000001	0.07930599999999999	0.080139		+
P08727;CON__P08727	KRT19	0.0013099000000000001	2.2545						0.052949	0.52964	0.13660999999999998		0.33282		0.63397		0.30089		1.0335	0.90479	0.45531000000000005	0.31543000000000004	0.28010999999999997			0.19193					0.19434	0.41548	0.2208		+
CON__P08729		0.0	323.31	0.80503	0.7865	0.47752	0.43111000000000005	0.32319000000000003	0.69528	0.8588600000000001	0.56619	0.3776	0.45116000000000006	0.87149	0.88334	0.54282	0.44623999999999997	0.31203000000000003	0.74469	0.76828	0.51626	0.37371	0.36921	0.68782	0.71108	0.44478999999999996	0.34524	0.32119000000000003	0.61749	0.64026	0.52787	0.42527	0.39934000000000003		+
P08779;CON__P08779	KRT16	0.0	133.79	0.46705	0.5280100000000001	0.30546999999999996	0.38965	0.17822000000000002		0.25779							0.22361			0.13416				0.14498	0.15007		0.7810199999999999	0.082714		0.23785					+
CON__P12763		0.0	323.31	0.05324400000000001	0.032330000000000005	0.024079	0.019462	0.016059999999999998	0.035175	0.0030249	0.025745999999999998	0.3411	0.039248000000000005	0.029408999999999998	0.011234000000000001	0.012449	0.012668	0.020091	0.023046	0.0256	0.18287	0.32049	0.071573	0.030625	0.036065	0.015599000000000002	0.013047	0.035048	0.1404	0.064403	0.18867	0.053801	0.049791		+
P13645;CON__P13645	KRT10	0.0	323.31	0.10629000000000001	0.07787899999999999	0.06152899999999999	0.064665	0.069533	0.017908	0.045114	0.058026	0.030330000000000003	0.046992	0.049511	0.018781	0.049892	0.18183	0.037197	0.10457000000000001	0.06716699999999999	0.059716	0.031848	0.07284500000000001	0.034112	0.022536	0.011401999999999999	0.050519999999999995	0.025624	0.04679	0.025513	0.032982	0.032929	0.035535000000000004		+
CON__P13646-1		0.0	175.1	0.9591200000000001	0.7801100000000001	0.15849000000000002	0.48807	0.2893	0.018238	0.40735	0.25904	0.5627800000000001	0.34110999999999997	0.75108	0.75998	0.36923	0.27784000000000003	0.21228000000000002	0.66045	0.68726	0.42081999999999997	0.28951	0.30871	0.46753999999999996	0.18586	0.14982	0.17039	0.081443	0.55087	0.53342	0.14561	0.3378	0.3255		+
P13647;CON__P13647	KRT5	0.0	118.29	4.2078		0.15425999999999998			0.15661	0.71023	0.22765	0.47363	0.36056	0.76658		0.6611100000000001		0.36025	2.7078	1.2901	0.55898	0.34376			0.076737	0.10115	0.42186999999999997	0.13652	0.7348	0.11932999999999999	0.09113099999999999	0.14339000000000002			+
CON__P15497		0.0	97.223	0.15718	0.048766000000000004	0.40759	0.16564	0.07105399999999999	0.15073	0.09066	0.1451	0.050181	0.066474	0.30973	0.14007999999999998	0.078446	0.12622	0.12472000000000001	0.35798	0.1278	0.15446	0.046967	2.8839	0.11342999999999999	0.030666000000000002	0.080178	0.052138	0.19185	0.26502	0.064053	0.17693	0.071242	0.21658000000000002		+
CON__P15636		0.0	323.31	0.021952	0.023284	0.0563	0.023931	0.042205	0.098259	0.046722	0.009034299999999999	0.019969999999999998	0.032042	0.015246000000000001	0.039795	0.03977	0.022583000000000002	0.016096	0.020965	0.023371	0.034270999999999996	0.037041000000000004	0.019739	0.052587	0.020738	0.01226	0.054798	0.069165	0.011446	0.012153	0.040233	0.043581	0.045849		+
CON__P17690		0.0	323.31	0.0080036	0.025292	0.056014999999999995	0.038893000000000004	0.054615	0.15955	0.039731	0.041429	0.016036	0.020528	0.047062	0.068022	0.10107000000000001	0.10221000000000001	0.15899000000000002	0.07086	0.07295700000000001	0.10747999999999999	0.07158400000000001	0.18193	0.018599	0.082855	0.061873000000000004	0.068845	0.055189999999999996	0.018608	0.019079	0.018412	0.0069979	0.16497		+
CON__P17697		0.0	47.373000000000005	0.06736900000000001	0.73601	0.058462		74.633		2.7105	0.44403000000000004	0.19130999999999998	0.326	0.26737	0.06969500000000001	0.33191	7.6476				0.6482600000000001								0.35252		0.7266600000000001	3.5635	62.886		+
CON__P19001		0.0099571	1.2553	1.4667	0.69804	0.5258	0.48776	0.40446								0.7156399999999999	0.64974	0.39350999999999997										0.60942	0.23258		0.44932				+
CON__P19013;P19013	KRT4	0.0	61.976000000000006			0.13639			0.10167999999999999	0.14954	0.21525999999999998							7.4204										0.20315			0.14222				+
P20930;CON__P20930	FLG	0.0	10.89					1.5242	1.0822	0.48643000000000003	0.47	1.7759	0.83165						1.1289	0.40915999999999997	0.40533		1.6041				1.0746	0.2192				1.3975	1.8007		+
CON__P28800		0.0	27.971	0.096153			0.21466999999999997		0.09366100000000001	0.18495	0.21986		0.3156	0.37228	0.071546	0.19171	0.032351					0.009537100000000001	0.10602	0.084082	0.29573	0.46163000000000004	0.74145		0.11027999999999999	0.029383999999999997	0.096874	0.032008	0.14306		+
CON__P34955		0.0	182.93	0.015018	0.028009	0.027667	0.026254000000000003	0.035063	0.048562	0.012678	0.017776	0.040707	0.017988999999999998	0.049782	0.022375	0.028885	0.051592	0.040292	0.022428999999999998	0.025575	0.054812	0.11872	0.036004	0.080006	0.014322999999999999	0.024898	0.035756	0.027042	0.011005	0.025434000000000002	0.028772000000000002	0.063311	0.07269		+
P35908;CON__P35908	KRT2	0.0	323.31	0.39926999999999996	0.12673	0.2493	0.27869	0.43336	0.086408	0.12205	0.078171	0.53164	0.15606	0.080424	0.21522	0.6342300000000001	0.15938	0.080649	0.49756000000000006	0.10121000000000001	0.21765	0.09917000000000001	0.41053	0.11402999999999999	0.17584	0.30872	0.097603	0.077936	0.22619	0.041618	0.82096	0.45101	0.15527		+
CON__P41361		0.0	67.28	0.07096799999999999	0.068132	0.050234	0.065063	0.16564	0.07263	0.064452	0.017927000000000002	0.027768	0.38133	0.093627	0.1443	0.045244	0.048867	0.1872	0.13029000000000002	0.10787999999999999	0.035575	0.047198000000000004	0.098049	0.077687	0.083348	0.1147	0.14648	0.065189	0.066079	0.089722	0.055146	0.19372999999999999	0.17110999999999998		+
CON__P50448		0.0	39.529	0.48841999999999997			0.059864			0.09048099999999999			0.42236					0.044863		0.10714000000000001					2.2702			0.76813	0.33634000000000003						+
CON__P78385;A6NCN2	KRT87P	1.0	-2.0																																+
P78386;CON__P78386	KRT85	0.0	141.62	0.79232		0.47897	0.42303999999999997	0.37459000000000003	0.79465	0.55801	0.59373		0.47422	0.88364			0.44451999999999997	0.02967	0.8303799999999999	0.81976	0.57389	0.09425499999999999	1.7452	0.70736	0.060490999999999996	0.5039	0.36229		0.66889	0.67443		0.18825	0.40758		+
CON__P81644		0.0	24.653000000000002	0.028994	0.010214		0.009864	0.030741	0.030115	0.010551000000000001	0.077503	0.054887	0.014258000000000002	0.024096	0.033819	0.0083378		0.0064653	0.08301900000000001	0.021892	0.011647	0.14628	0.026836000000000002	0.015865	0.010895	0.0041095	0.010984	0.029668	0.018547	0.0077093000000000005	0.0025084	0.025487	0.19443		+
CON__Q03247		0.0	204.06	0.38841	0.12370999999999999	0.034117	0.069087	0.03119	0.21379	0.25928	0.45741000000000004	0.11531	0.29877	0.065461	0.024278	0.02613	0.093225	0.097647	0.20124	0.069994	0.16451	0.10468	0.12768	0.048727	0.048891000000000004	0.036634	0.048983	0.093849	0.059069	0.11961	0.12524000000000002	0.028717000000000003	0.24195		+
Q04695;CON__Q04695	KRT17	0.0	323.31	1.1489	0.98354	0.45985	0.44523999999999997	0.36296	0.8951600000000001	1.0017	0.49691	0.31361	0.43182	1.1745	0.9969399999999999	0.45551	0.41417	0.31071	0.91405	0.8649399999999999	0.41768	0.31519	0.31453000000000003	0.9232600000000001	0.7126600000000001	0.33325	0.28604	0.26423	0.48672	0.38433	0.25308	0.20329	0.20276		+
CON__Q05B55		0.0	34.704		0.078461									0.19002	0.061472000000000006															0.071173					+
CON__Q0IIK2;CON__Q29443		0.0	323.31	1.2007	0.37194	0.25561	0.035761	1.1159999999999999	0.048415	0.022796	0.029981999999999998	0.060617	0.11965	0.034524	0.056487	0.08957999999999999	0.029733999999999997	0.075052	0.57331	0.42778	0.047236	0.047236	0.047782	0.045351999999999996	0.027788999999999998	0.66005	0.023768	0.033752	0.32534	0.065292	0.028214999999999997	0.031066000000000003	0.029382		+
CON__Q0V8M9		0.0	11.797			0.065039	0.22735999999999998				0.029381	0.18043	0.064858			0.071297				0.065934	0.20678000000000002	0.32263000000000003	0.15229		1.1151	1.0698				0.9944799999999999					+
Q14525;CON__Q14525	KRT33B	0.00027367	3.805																																+
Q14CN4;CON__Q14CN4-1;Q14CN4-3;Q14CN4-2	KRT72	1.0	-2.0	1.6808		0.76954						2.9639					2.3372				0.73283	3.7725			0.56529	0.87231			3.2114		1.1227	1.8581			+
Q15323;CON__Q9UE12;CON__Q15323	KRT31	0.0	236.4															0.023566				0.026521			0.11821				0.15750999999999998			0.11116			+
CON__Q1A7A4		0.0	34.374	0.40639000000000003		0.42327	0.65546	0.28583000000000003	0.10672999999999999		0.25158				0.60701						0.13643								0.59415		0.78786	0.056842			+
CON__Q1RMK2		0.0	41.961999999999996	0.13257	0.11165	0.57443	0.11252000000000001	0.15957000000000002		0.1955	0.33792	0.086578					0.19055		0.11485999999999999	0.045348			2.1641		0.11323				0.1078		2.8034	2.8921	0.065719		+
CON__Q1RMN8		0.0	205.61	0.055222	1.7294	0.53791		0.25038	0.0096154		0.17495		1.1137	3.8402	0.5324300000000001	0.42153		0.93285	0.040597		0.14307			1.787	0.8014100000000001	0.11517000000000001	0.10363	0.30373	0.3004	0.18194000000000002	0.26424000000000003	0.5455	0.19205999999999998		+
CON__Q28065		0.0	75.315		0.061411	0.40968000000000004	0.12883	0.38347	0.088003	0.28313	0.13777999999999999	0.12044	0.7628699999999999	0.07715		0.34789000000000003	0.1158	0.25049	2.5081	0.5607800000000001	0.39252	0.41336999999999996	0.18033		0.25797		0.15997	0.12574000000000002			0.17695999999999998	0.1656	0.33082		+
CON__Q28085		0.0	323.31	0.10665	0.08782999999999999	0.071586	0.11822	0.063429	0.24399	0.16710999999999998	0.13293	0.10048	0.25725	0.22065	0.17718	0.069957	0.06983400000000001	0.047712	0.2081	0.16752999999999998	0.11675999999999999	0.12130999999999999	0.12594	0.27391	0.14995	0.12955	0.091516	0.043414999999999995	0.16358	0.16899999999999998	0.16288	0.07215099999999999	0.079577		+
CON__Q28107		0.0	290.54	0.12015999999999999	0.25463	0.07599	0.10729000000000001	0.1073	0.094261	0.083083	0.22749	0.24589	0.26995	0.098274	0.24179	0.12282	0.11163	0.22025	0.10514000000000001	0.082999	0.27616	0.35908	0.34235	0.14472000000000002	0.11477000000000001	0.28409	0.18686	0.19265	0.14382	0.083968	0.11137000000000001	0.15142	0.09011799999999999		+
CON__Q28194		0.0	323.31	0.20355	0.16899999999999998	0.16985	0.24835	0.36194	0.33808	0.21361999999999998	0.21746999999999997	0.41453	0.49565	0.2117	0.22329000000000002	0.23772	0.3667	0.38045	0.48938000000000004	0.26571	0.28081999999999996	0.6383	0.63702	0.24675	0.19435	0.22513000000000002	0.31708000000000003	0.43478	0.35065999999999997	0.21611999999999998	0.31401	0.47811000000000003	0.48085		+
CON__Q29RQ1		0.00013945	4.4411	0.20438	0.54259	0.7116600000000001	1.0190000000000001	0.76757							0.66473			0.76713	0.41947					0.77847		0.11748	0.78779								+
CON__Q2KIG3		0.0064952	1.4936		0.073223				0.31733																										+
CON__Q2KIS7;P05452	CLEC3B	0.0	39.231					0.60554								0.24741		0.16891						1.1676	0.82153			0.39602	2.3680000000000003	0.48145			0.23917		+
CON__Q2KJ62		0.00080515	2.9917		0.6522							0.22928																							+
CON__Q2KJC7;Q15063;Q15063-4;Q15063-2;Q15063-3;Q15063-5	POSTN	0.0	8.3283	0.53893	0.8630399999999999		0.48508						0.61843			0.66996	0.40088	0.88033			0.6913	0.9599		1.0837	0.78288	0.51057	0.5008699999999999	0.71554	0.5221899999999999						+
CON__Q2KJF1		0.0	12.48																						0.14437				0.28658	0.07503					+
CON__Q2UVX4		0.0	204.59	0.17001	0.20856	0.18512	0.98329	1.6986	0.73793	0.51745	0.47831	0.69716	0.84425	0.33576999999999996	0.15074	0.24611999999999998	0.13869	0.68998	0.8560200000000001	0.035147000000000005	0.93796	1.7551	0.36803	0.26539	0.32078	0.49382	0.30619	0.21126	1.0696	0.7562800000000001	0.71316	0.80073	0.97798		+
CON__Q32PI4		0.0	19.480999999999998																								0.036252	0.045325							+
CON__Q32PJ2		0.0	6.9118								0.066574	0.047704				0.12087																			+
P08729;CON__Q3KNV1	KRT7	0.0	115.28	0.83829	0.72327	0.49432	0.40492	0.3272	0.67356	0.8135899999999999	0.5449	0.37677	0.4163	0.86719	0.8664799999999999	0.52108	0.44761999999999996	0.32352	0.71316	0.76582	0.49167	0.37218	0.35872	0.6492600000000001	0.6654100000000001	0.43387	0.35286	0.30798000000000003	0.6051300000000001	0.58732	0.50043	0.42155	0.4011		+
CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229		0.0	31.541999999999998		0.16630999999999999	0.07993099999999999				0.14204	0.59685		0.36615		0.58228						0.9198799999999999		0.35796		0.1104		0.57707	0.419	0.5695899999999999	0.19843	0.8488700000000001	0.5746899999999999	0.48222		+
